X,Y,OBJECTID_12_13,Plant_ID,Plant_Alias,Plant_Label,MW,Gross_MWh,Net_MWh,General_Fuel,Status,STEP_License_Status,Gen_Count,Initial_Start_Date,Online_Year,Retire_Date,Docket_ID,CEC_Sited_Flag,STEP_Project_Type,REAT_ID,WREGIS_ID,County,State_,Peaker,Renewable_Energy,CEC_Jurisdictional_Plant,CEC_Data_Source,Wind_Resource,LRA,Sub_Area,Service_Area,Service_Category,Caliso_Balancing_Authorities,Air_District,Air_Basin,Quad,Senate_District,Assembly_District,Congressional_District,CES30_PercentileRange,CES30_Percentile,Website,CEC_Link,Aerial,C_Comments,Longitude,Latitude,Elevation,Operation_Job,Property_Tax,Capacity_Factor,Income_Percent,Project_Location,Creator,Creator_Date,Last_Editor,Last_Editor_Date,GlobalID
-121.172737992393849,38.64424082509948,35,S9096,,Intel Corporation,1,1663,1663,Solar,Operating,,1,2012-01-01T00:00:00.000Z,2012,,,N,,C-6,,Sacramento,CA,0,1,0,QFER,,Sierra,Drum-Rio Oso,Sacramento Municipal Utility District,,BANC,Sacramento Metro Air Quality Management District,Sacramento Valley,Folsom,Senate District 1,Assembly District 6,Congressional District 7,15-20%,19,,,"<a href="""">Google Earth</a>",,-121.17273799,38.64424083,70.972586,,,0.189321,162,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,d2e4aee6-8e71-4fb6-804e-31ab2793a790
-121.16773620722924,38.645503151164981,36,S9098,,Intel Corporation,1,1653,1653,Solar,Operating,,1,2012-01-01T00:00:00.000Z,2012,,,N,,C-6,,Sacramento,CA,0,1,0,QFER,,Sierra,Drum-Rio Oso,Sacramento Municipal Utility District,,BANC,Sacramento Metro Air Quality Management District,Sacramento Valley,Folsom,Senate District 1,Assembly District 6,Congressional District 7,15-20%,19,,,"<a href="""">Google Earth</a>",,-121.16773621,38.64550315,76.769937,,,0.188183,162,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,ccc5bd52-464d-4d42-9935-aed6796f460b
-121.278989759665876,38.253745946376711,37,S0157,Van Connett Solar Farm,Boessow (Van Connett Solar Farm),3,5537,5512,Solar,Operating,,1,2011-12-20T00:00:00.000Z,2011,,,N,,C-6,,Sacramento,CA,0,1,0,QFER,,Sierra,Drum-Rio Oso,Sacramento Municipal Utility District,,BANC,Sacramento Metro Air Quality Management District,Sacramento Valley,Galt,Senate District 8,Assembly District 9,Congressional District 7,50-55%,52,,,"<a href="""">Google Earth</a>",,-121.27898976,38.25374595,15.720573,,,0.209168,165,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,0fe0ad19-56e5-4073-99f4-45e1a29bfb2e
-121.29498368734302,38.3091228387553,38,S0211,,RE McKenzie 1,5,11751,11751,Solar,Operating,,1,2012-01-01T00:00:00.000Z,2012,,,N,,C-6,,Sacramento,CA,0,1,0,QFER,,Sierra,Drum-Rio Oso,Sacramento Municipal Utility District,,BANC,Sacramento Metro Air Quality Management District,Sacramento Valley,Galt,Senate District 8,Assembly District 9,Congressional District 7,40-45%,42,,,"<a href="""">Google Earth</a>",,-121.29498369,38.30912284,16.079957,,,0.267555,122,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,9f44834b-9bec-4177-b12e-56619fb08740
-121.291808649871101,38.310519098659469,39,S0212,,RE McKenzie 2,5,12381,12381,Solar,Operating,,1,2012-01-01T00:00:00.000Z,2012,,,N,,C-6,,Sacramento,CA,0,1,0,QFER,,Sierra,Drum-Rio Oso,Sacramento Municipal Utility District,,BANC,Sacramento Metro Air Quality Management District,Sacramento Valley,Galt,Senate District 8,Assembly District 9,Congressional District 7,40-45%,42,,,"<a href="""">Google Earth</a>",,-121.29180865,38.3105191,15.946791,,,0.281899,122,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,3a0b09c5-8564-4338-981c-6fc5879e087a
-121.291645273374684,38.307122290349675,40,S0213,,RE McKenzie 3,5,12485,12485,Solar,Operating,,1,2012-01-01T00:00:00.000Z,2012,,,N,,C-6,,Sacramento,CA,0,1,0,QFER,,Sierra,Drum-Rio Oso,Sacramento Municipal Utility District,,BANC,Sacramento Metro Air Quality Management District,Sacramento Valley,Galt,Senate District 8,Assembly District 9,Congressional District 7,40-45%,42,,,"<a href="""">Google Earth</a>",,-121.29164527,38.30712229,17.191603,,,0.284267,122,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,93f6ef52-1577-4b49-a5e0-22bdf2a555ec
-121.29339916872091,38.304110882045016,41,S0214,,RE McKenzie 4,5,12313,12313,Solar,Operating,,1,2012-01-01T00:00:00.000Z,2012,,,N,,C-6,,Sacramento,CA,0,1,0,QFER,,Sierra,Drum-Rio Oso,Sacramento Municipal Utility District,,BANC,Sacramento Metro Air Quality Management District,Sacramento Valley,Galt,Senate District 8,Assembly District 9,Congressional District 7,40-45%,42,,,"<a href="""">Google Earth</a>",,-121.29339917,38.30411088,16.284645,,,0.280351,122,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,fbdefeea-6c7f-4b3c-8ea3-4e7d3f870193
-121.287343708532759,38.30557235247376,42,S0215,,RE McKenzie 5,5,12458,12458,Solar,Operating,,1,2012-01-01T00:00:00.000Z,2012,,,N,,C-6,,Sacramento,CA,0,1,0,QFER,,Sierra,Drum-Rio Oso,Sacramento Municipal Utility District,,BANC,Sacramento Metro Air Quality Management District,Sacramento Valley,Galt,Senate District 8,Assembly District 9,Congressional District 7,40-45%,42,,,"<a href="""">Google Earth</a>",,-121.28734371,38.30557235,16.981691,,,0.283652,122,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,3e5b978a-80d4-494d-a648-3ade475f5eef
-121.283495381182419,38.305443316413466,43,S0216,,RE McKenzie 6,5,12345,12345,Solar,Operating,,1,2012-01-01T00:00:00.000Z,2012,,,N,,C-6,,Sacramento,CA,0,1,0,QFER,,Sierra,Drum-Rio Oso,Sacramento Municipal Utility District,,BANC,Sacramento Metro Air Quality Management District,Sacramento Valley,Galt,Senate District 8,Assembly District 9,Congressional District 7,40-45%,42,,,"<a href="""">Google Earth</a>",,-121.28349538,38.30544332,17.334292,,,0.281079,122,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,469a4ea3-831d-404e-b11f-7e6cd1c3c6b0
-121.39239524978457,38.487415485279371,44,S9092,,Siemens Industry Inc.,1,1624,1624,Solar,Operating,,1,2012-01-01T00:00:00.000Z,2012,,,N,,C-6,,Sacramento,CA,0,1,0,QFER,,Sierra,Drum-Rio Oso,Sacramento Municipal Utility District,,BANC,Sacramento Metro Air Quality Management District,Sacramento Valley,Florin,Senate District 6,Assembly District 9,Congressional District 7,75-80%,78,,,"<a href="""">Google Earth</a>",,-121.39239525,38.48741549,12.867521,,,0.184882,66,Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,7905c6d6-004c-4552-97c0-5fc4ccfd8516
-121.164840806332691,38.450379984123288,45,S0124,Sacramento Soleil Solar Project,Soleil Solar,1.25,,,Solar,Operating,,,,,,,N,,C-6,,Sacramento,CA,,1,0,,,Sierra,Drum-Rio Oso,Sacramento Municipal Utility District,,BANC,Sacramento Metro Air Quality Management District,Sacramento Valley,Sloughhouse,Senate District 8,Assembly District 8,Congressional District 7,20-25%,23,,,"<a href="""">Google Earth</a>",,-121.16484081,38.45037998,37.627385,,,,164,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,ec7b95d0-5607-49cc-88fa-0b387176bfb3
-121.182616937884788,38.469991636534843,46,S0280,Recurrent Dillard Solar,RE Dillard Road 1,3.99,5732,5732,Solar,Operating,,1,2012-01-01T00:00:00.000Z,2012,,,N,,C-6,,Sacramento,CA,0,1,0,QFER,,Sierra,Drum-Rio Oso,Sacramento Municipal Utility District,,BANC,Sacramento Metro Air Quality Management District,Sacramento Valley,Sloughhouse,Senate District 8,Assembly District 8,Congressional District 7,20-25%,23,,,"<a href="""">Google Earth</a>",,-121.18261694,38.46999164,44.069794,,,0.163546,164,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,ba29c647-1d80-4996-a83a-53507b2a2bc3
-121.177611157788093,38.466838030081902,47,S0281,Recurrent Dillard Solar,RE Dillard Road 2,3.99,4228,4228,Solar,Operating,,1,2012-01-01T00:00:00.000Z,2012,,,N,,C-6,,Sacramento,CA,0,1,0,QFER,,Sierra,Drum-Rio Oso,Sacramento Municipal Utility District,,BANC,Sacramento Metro Air Quality Management District,Sacramento Valley,Sloughhouse,Senate District 8,Assembly District 8,Congressional District 7,20-25%,23,,,"<a href="""">Google Earth</a>",,-121.17761116,38.46683803,40.319467,,,0.120634,164,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,57a52deb-6b79-4982-b5de-7108aa4c622b
-121.182402179718508,38.463960018058991,48,S0282,Recurrent Dillard Solar,RE Dillard Road 3,3.99,6051,6051,Solar,Operating,,1,2012-01-01T00:00:00.000Z,2012,,,N,,C-6,,Sacramento,CA,0,1,0,QFER,,Sierra,Drum-Rio Oso,Sacramento Municipal Utility District,,BANC,Sacramento Metro Air Quality Management District,Sacramento Valley,Sloughhouse,Senate District 8,Assembly District 8,Congressional District 7,20-25%,23,,,"<a href="""">Google Earth</a>",,-121.18240218,38.46396002,42.989595,,,0.172648,164,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,f39caa91-4f48-4512-80e3-d0881b2b8158
-121.180181740556094,38.462804549397191,49,S0283,Recurrent Dillard Solar,RE Dillard Road 4,0.53,816,816,Solar,Operating,,1,2012-01-01T00:00:00.000Z,2012,,,N,,C-6,,Sacramento,CA,0,1,0,QFER,,Sierra,Drum-Rio Oso,Sacramento Municipal Utility District,,BANC,Sacramento Metro Air Quality Management District,Sacramento Valley,Sloughhouse,Senate District 8,Assembly District 8,Congressional District 7,20-25%,23,,,"<a href="""">Google Earth</a>",,-121.18018174,38.46280455,38.827578,,,0.175276,164,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,b2e8eb13-a73b-4aca-93b9-fcd21985f9d6
-121.163612756680166,38.450159855740438,50,S9107,,Nilsen Farms,1.1,1796,1796,Solar,Operating,,1,2012-01-01T00:00:00.000Z,2012,,,N,,C-6,,Sacramento,CA,0,1,0,QFER,,Sierra,Drum-Rio Oso,Sacramento Municipal Utility District,,BANC,Sacramento Metro Air Quality Management District,Sacramento Valley,Sloughhouse,Senate District 8,Assembly District 8,Congressional District 7,20-25%,23,,,"<a href="""">Google Earth</a>",,-121.16361276,38.45015986,37.219415,,,0.185875,164,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,cc492f07-c75c-4c95-9897-5e643d9d2415
-121.259069387029527,38.561345555010867,51,S9097,,FAA Norcal TRACON,1,1652,1652,Solar,Operating,,1,2012-01-01T00:00:00.000Z,2012,,,N,,C-6,,Sacramento,CA,0,1,0,QFER,,Sierra,Drum-Rio Oso,Sacramento Municipal Utility District,,BANC,Sacramento Metro Air Quality Management District,Sacramento Valley,Carmichael,Senate District 8,Assembly District 8,Congressional District 7,70-75%,72,,,"<a href="""">Google Earth</a>",,-121.25906939,38.56134556,42.266010,,,0.188069,132,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,2c249175-64cd-4014-b2d0-bbb29ae6d04a
-121.192582845995304,38.514909755210851,52,E0203,"Kiefer Landfill GTE; Kiefer LF; Kiefer Landill Generating II; Kiefer Landfill",Kiefer Landfill,9.15,76199,69539,Landfill Gas,Operating,,3,1999-12-01T00:00:00.000Z,1999,,,N,,C-6,,Sacramento,CA,0,1,0,QFER,,Sierra,Drum-Rio Oso,Sacramento Municipal Utility District,,BANC,Sacramento Metro Air Quality Management District,Sacramento Valley,Buffalo Creek,Senate District 8,Assembly District 8,Congressional District 7,20-25%,23,,,"<a href=""https://earth.google.com/web/@38.5148903,-121.1926078,68.14462401a,805.12717626d,35y,0h,45t,0r/data=CjoaOBIyCgAZicPj7OdBQ0AhFn2qr1NMXsAqHDM4wrAzMCc1My42Ik4gMTIxwrAxMSczMy40IlcYAiABKAI"">Google Earth</a>",,-121.19258285,38.51490976,67.624228,,,0.865197,164,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,3b21c54f-ade2-4ec5-846b-08aa6c7971a4
-121.123596107796118,38.338501640761564,53,G0889,"SMUD Cosumnes River Phase 1; SMUD Cosumnes Power Plant; SMUD Cosumnes Power Plant Licensing Case",Cosumnes River,500,3478104.030000,3398631,Gas,Operating,Operational,3,2006-02-24T00:00:00.000Z,2006,,"01-AFC-19, 01-AFC-19C
",Y,AFC,C-6,,Sacramento,CA,0,0,1,QFER,,Sierra,Drum-Rio Oso,Sacramento Municipal Utility District,,BANC,Sacramento Metro Air Quality Management District,Sacramento Valley,Goose Creek,Senate District 8,Assembly District 8,Congressional District 7,5-10%,7,,"<a href=""http://www.energy.ca.gov/sitingcases/smud/index.html"">Siting Case</a>","<a href=""https://www.google.com/maps/place/38%C2%B020'16.2%22N+121%C2%B007'23.8%22W/@38.3377216,-121.124496,483m/data=!3m1!1e3!4m2!3m1!1s0x0:0x0"">Google Map</a>",,-121.12359611,38.33850164,45.554509,20,666000,0.773823,153,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,68deac6a-082a-452d-ab15-c7c5298ec1e8
-121.122000706546288,38.345961818471437,54,N0004, ,Rancho Seco,875,,,Nuclear,Non-Operational,,,,,,,N,,C-6,,Sacramento,CA,,0,0,,,Sierra,Drum-Rio Oso,Sacramento Municipal Utility District,,BANC,Sacramento Metro Air Quality Management District,Sacramento Valley,Goose Creek,Senate District 8,Assembly District 8,Congressional District 7,5-10%,7,,,"<a href="""">Google Earth</a>",,-121.12200071,38.34596182,54.181144,,,,153,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,df774e50-e903-4e41-be14-bc8bf3d29ad1
-121.117132122929277,38.342062957619063,55,S0063,"Solar Sacramento 1 & 2; Rancho Seco 1-6",Rancho Seco Solar PV,1,,,Solar,Operating,,2,1986-02-01T00:00:00.000Z,1986,2013-03-31T00:00:00.000Z,,N,,C-6,,Sacramento,CA,0,1,0,QFER,,Sierra,Drum-Rio Oso,Sacramento Municipal Utility District,,BANC,Sacramento Metro Air Quality Management District,Sacramento Valley,Goose Creek,Senate District 8,Assembly District 8,Congressional District 7,5-10%,7,,,"<a href="""">Google Earth</a>",,-121.11713212,38.34206296,56.592562,,,,153,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,91eb2958-f50f-4882-814c-a7f977bfd927
-121.114494305814944,38.33985692529761,56,S0602,,Rancho Seco Solar,10.9,24775,24241,Solar,Operating,,1,2016-08-11T00:00:00.000Z,2016,,,N,,,,Sacramento,CA,0,1,0,QFER,,Sierra,Drum-Rio Oso,Sacramento Municipal Utility District,,BANC,Sacramento Metro Air Quality Management District,Sacramento Valley,Goose Creek,Senate District 8,Assembly District 8,Congressional District 7,5-10%,7,,,"<a href="""">Google Earth</a>",,-121.11449431,38.33985693,58.866734,,,0.253181,153,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,092e7abf-ca72-41f1-a5fb-388fc17d4a0b
-121.163133704196653,38.61362495907423,57,S0116,Aerojet Solar Facility,Aerojet I (3.6MW) Solar Plant,3.6,5960,5960,Solar,Operating,,1,2009-12-23T00:00:00.000Z,2009,,,N,,C-6,,Sacramento,CA,0,1,0,QFER,,Sierra,Drum-Rio Oso,Sacramento Municipal Utility District,,BANC,Sacramento Metro Air Quality Management District,Sacramento Valley,Buffalo Creek,Senate District 1,Assembly District 8,Congressional District 7,45-50%,49,,,"<a href="""">Google Earth</a>",,-121.1631337,38.61362496,89.709890,,,0.188474,182,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,439f0c53-c475-49bf-af7e-f51d030398a6
-121.170601899876189,38.6095617284318,58,S0130, ,Aerojet II (2.4MW) Solar Plant,2.4,3456,3456,Solar,Operating,,1,2010-05-21T00:00:00.000Z,2010,,,N,,C-6,,Sacramento,CA,0,1,0,QFER,,Sierra,Drum-Rio Oso,Sacramento Municipal Utility District,,BANC,Sacramento Metro Air Quality Management District,Sacramento Valley,Buffalo Creek,Senate District 1,Assembly District 8,Congressional District 7,45-50%,49,,,"<a href="""">Google Earth</a>",,-121.1706019,38.60956173,86.050608,,,0.163934,182,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,2fdb6f4d-645c-419f-995b-3963c720562d
-121.354067385907314,38.505181825789144,59,S0090,Kaiser FC,Hedge PV,0.2,268,264,Solar,Operating,,1,1994-06-01T00:00:00.000Z,1994,,,N,,C-6,,Sacramento,CA,0,1,0,QFER,,Sierra,Drum-Rio Oso,Sacramento Municipal Utility District,,BANC,Sacramento Metro Air Quality Management District,Sacramento Valley,Carmichael,Senate District 6,Assembly District 8,Congressional District 7,85-90%,87,,,"<a href="""">Google Earth</a>",,-121.35406739,38.50518183,17.816262,,,0.150273,68,Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,9e1722a7-9d7a-458f-972a-8868fc592bb8
-120.275995504888314,34.744035724570558,60,E0163, ,Los Alamos Energy  LLC,0.9,,,MSW,Non-Operational,,,,,,,N,,D-11,,Santa Barbara,CA,,1,0,,,,,Pacific Gas & Electric Company,IOU,CALISO,Santa Barbara County Air Pollution Control District,South Central Coast,Los Alamos,Senate District 19,Assembly District 37,Congressional District 24,20-25%,24,,,"<a href=""https://earth.google.com/web/@34.7447083,-120.2770944,175.12020515a,849.60269487d,35y,0h,45t,0r/data=CjoaOBIyCgAZpscAmlJfQUAh53km6rsRXsAqHDM0wrA0NCc0MS4wIk4gMTIwwrAxNiczNy41IlcYAiABKAI"">Google Earth</a>",,-120.2759955,34.74403572,174.888876,,,,107,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,370fa031-bada-430b-be7b-6f98b28bc50f
-120.128308521578177,34.477130023722999,61,E0095,,MM Tajiguas,3.05,26721,24673,Landfill Gas,Operating,,1,2000-08-01T00:00:00.000Z,2000,,,N,,D-11,,Santa Barbara,CA,0,1,0,QFER,,Big Creek / Ventura,Santa Clara,Southern California Edison,IOU,CALISO,Santa Barbara County Air Pollution Control District,South Central Coast,Gaviota,Senate District 19,Assembly District 37,Congressional District 24,20-25%,25,,,"<a href=""https://earth.google.com/web/@34.4771247,-120.1283092,45.21667458a,852.62422719d,35y,0h,45t,0r/data=CjoaOBIyCgAZkU4TbBI9QUAhqHHKNzYIXsAqHDM0wrAyOCczNy43Ik4gMTIwwrAwNyc0MS45IlcYAiABKAI"">Google Earth</a>",,-120.12830852,34.47713002,34.200715,,,0.920937,181,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,3b27c26c-5ce6-472e-9d60-f52a94e52404
-120.205117986503765,34.475212451416795,62,G0453,"Gaviota; Gaviota Oil Heating; Point Arguello Pipeline Co.",Gaviota,17.5,0.600000,1,Gas,Operating,,5,1987-12-01T00:00:00.000Z,1987,,,N,,D-11,,Santa Barbara,CA,0,0,0,QFER,,Big Creek / Ventura,Santa Clara,Southern California Edison,IOU,CALISO,Santa Barbara County Air Pollution Control District,South Central Coast,Gaviota,Senate District 19,Assembly District 37,Congressional District 24,20-25%,25,,,"<a href=""https://earth.google.com/web/@34.4744583,-120.2058889,43.92586127a,852.65276763d,35y,0h,45t,0r/data=CjoaOBIyCgAZauiwDLs8QUAhAAejSC0NXsAqHDM0wrAyOCcyOC4xIk4gMTIwwrAxMicyMS4yIlcYAiABKAI"">Google Earth</a>",,-120.20511799,34.47521245,37.119666,,,0.000007,181,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,92cfa862-b439-4282-b4e1-c92d782680aa
-120.042357477674571,34.483592254680723,63,G0202,"Santa Ynez; Exxon Company Usa - Santa Ynez; Exgen",Santa Ynez,49.8,0.240000,0,Gas,Operating,,2,1993-09-15T00:00:00.000Z,1993,,,N,,D-11,,Santa Barbara,CA,0,0,0,QFER,,Big Creek / Ventura,Santa Clara,Southern California Edison,IOU,CALISO,Santa Barbara County Air Pollution Control District,South Central Coast,Tajiguas,Senate District 19,Assembly District 37,Congressional District 24,20-25%,25,,,"<a href=""https://earth.google.com/web/@34.4835922,-120.0423575,87.06891178a,852.55002278d,35y,0h,45t,0r/data=CjoaOBIyCgAZ48xlWeY9QUAhYU87_LUCXsAqHDM0wrAyOScwMC45Ik4gMTIwwrAwMiczMi41IlcYAiABKAI"">Google Earth</a>",,-120.04235748,34.48359225,91.745239,,,0,181,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,f1d6758b-a2b1-4845-b912-59d7bf018cdc
-119.899994022350867,34.431392421345763,64,G0195,Ellwood,Ellwood,56.7,6224,6224,Gas,Operating,,1,1974-08-01T00:00:00.000Z,1974,,,N,,D-11,,Santa Barbara,CA,1,0,0,QFER,,Big Creek / Ventura,Santa Clara,Southern California Edison,IOU,CALISO,Santa Barbara County Air Pollution Control District,South Central Coast,Dos Pueblos Canyon,Senate District 19,Assembly District 37,Congressional District 24,10-15%,12,,,"<a href=""https://earth.google.com/web/@34.4301806,-119.8992139,28.63146852a,853.15225117d,35y,0h,45t,0r/data=CjoaOBIyCgAZ1C9sKBA3QUAh8yZ1uIz5XcAqHDM0wrAyNSc0OC43Ik4gMTE5wrA1Myc1Ny4yIlcYAiABKAI"">Google Earth</a>",,-119.89999402,34.43139242,31.268918,,,0.012497,115,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,82927543-2652-4bec-bf3b-eebc206ccf12
-119.857799524435748,34.416913922629462,65,G0243, ,Andrew G. Hammitt,0.02,,,Gas,Operating,,,,,,,N,,D-11,,Santa Barbara,CA,,0,0,,,Big Creek / Ventura,Santa Clara,Southern California Edison,IOU,CALISO,Santa Barbara County Air Pollution Control District,South Central Coast,Goleta,Senate District 19,Assembly District 37,Congressional District 24,5-10%,8,,,"<a href=""https://earth.google.com/web/@32.7796456,-117.0076108,197.11827245a,871.34084524d,35y,0h,45t,0r/data=CjoaOBIyCgAZMzxRbctjQEAhK0YCsnxAXcAqHDMywrA0Nic0Ni43Ik4gMTE3wrAwMCcyNy40IlcYAiABKAI"">Google Earth</a>",,-119.85779952,34.41691392,10.953162,,,,27,Low Income,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,8e2793f8-7749-414b-b1fd-50a399c1ba1b
-119.778876415980022,34.443304039643003,66,G0508, ,Santa Barbara County Jail,0.2,,,Gas,Operating,,,,,,,N,,D-11,,Santa Barbara,CA,,0,0,,,Big Creek / Ventura,Santa Clara,Southern California Edison,IOU,CALISO,Santa Barbara County Air Pollution Control District,South Central Coast,Goleta,Senate District 19,Assembly District 37,Congressional District 24,25-30%,27,,,"<a href="""">Google Earth</a>",,-119.77887642,34.44330404,28.244822,,,,87,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,31d864fe-0281-472a-bb67-820f082f8089
